antecedentes,consecuentes,soporte antecedente,soporte consecuente,soporte,confianza,elevacion,representatividad,apalancamiento,conviccion,metrica_zhang,jaccard,certeza,kulczynski,cluster
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Banana'}),0.0867,0.1747,0.022,0.2537485582468281,1.452481730090602,1.0,0.00685351,1.1059275115919631,0.3410962244806546,0.0918964076858813,0.0957816045641925,0.1898393621228416,1
frozenset({'Moras Orgánicas'}),frozenset({'Banana'}),0.0244,0.1747,0.0055,0.2254098360655737,1.290268094250565,1.0,0.0012373199999999,1.0654666666666666,0.2305937604830592,0.0284090909090909,0.0614441246402202,0.1284461887826437,1
frozenset({'Arándanos Orgánicos'}),frozenset({'Banana'}),0.0329,0.1747,0.0072,0.2188449848024316,1.2526902392812342,1.0,0.00145237,1.0565124513618678,0.2085803490389366,0.0359281437125748,0.0534896217162627,0.1300292468373921,1
frozenset({'Cilantro Orgánico'}),frozenset({'Banana'}),0.0252,0.1747,0.0055,0.2182539682539682,1.249307202369595,1.0,0.00109756,1.0557137055837564,0.2047151863319282,0.0282921810699588,0.0527734984296234,0.124868254876841,1
frozenset({'Manzana Fuji orgánica'}),frozenset({'Banana'}),0.0298,0.1747,0.0122,0.4093959731543624,2.3434228572087146,1.0,0.00699394,1.3973829545454546,0.5908820557532501,0.063442537701508,0.2843765578024505,0.239614987149591,1
frozenset({'Manzanas Gala Ecológicas'}),frozenset({'Banana'}),0.0268,0.1747,0.0056,0.208955223880597,1.1960802740732517,1.0,0.00091804,1.0433037735849056,0.1684501790851976,0.0285860132720775,0.0415063902588113,0.12050508761288,1
frozenset({'Ajo Orgánico'}),frozenset({'Banana'}),0.0455,0.1747,0.0084,0.1846153846153846,1.0567566377526307,1.0,0.0004511499999999,1.0121603773584906,0.0562685524707524,0.0396600566572237,0.0120142791898516,0.1163489058165646,1
frozenset({'Manzana Granny Smith Orgánica'}),frozenset({'Banana'}),0.0243,0.1747,0.0061,0.2510288065843621,1.4369136038028745,1.0,0.00185479,1.1019115384615386,0.3116367063915442,0.0316226023846552,0.0924861342352625,0.142972903578386,1
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Banana'}),0.0303,0.1747,0.0068,0.2244224422442244,1.284616154803803,1.0,0.0015065899999999,1.0641102127659576,0.2284803062196312,0.0343087790110998,0.0602477187013503,0.1316731558673898,1
frozenset({'Mitad y mitad orgánicas'}),frozenset({'Banana'}),0.027,0.1747,0.0064,0.237037037037037,1.3568233373614027,1.0,0.0016831,1.0817038834951458,0.2702819886947585,0.0327700972862263,0.0755325785011959,0.1368356335728974,1
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Banana'}),0.086,0.1747,0.0129,0.15,0.8586147681740127,1.0,-0.0021241999999999,0.9709411764705884,-0.1526576019777502,0.0520581113801452,-0.0299285108445413,0.1119204350314825,1
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Banana'}),0.0296,0.1747,0.0066,0.2229729729729729,1.276319249988397,1.0,0.0014288799999999,1.0621252173913045,0.2231007519548326,0.0333839150227617,0.0584914249036386,0.1303760113863147,1
frozenset({'Zanahorias Baby enteras peladas ecológicas'}),frozenset({'Banana'}),0.0176,0.1747,0.005,0.284090909090909,1.6261643336629026,1.0,0.00192528,1.1528,0.3919543973941368,0.0266951414842498,0.1325468424705065,0.156355700681688,1
frozenset({'Frambuesas Orgánicas'}),frozenset({'Banana'}),0.058,0.1747,0.0093,0.1603448275862068,0.9178295797722203,1.0,-0.0008326,0.9829034907597536,-0.0867906433723888,0.0416293643688451,-0.0173938839377112,0.1067894716064978,1
frozenset({'Pimiento Rojo Orgánico'}),frozenset({'Banana'}),0.0247,0.1747,0.0054,0.2186234817813765,1.251422334180747,1.0,0.00108491,1.0562129533678757,0.2059973949136259,0.0278350515463917,0.0532212308025887,0.1247668067178204,1
frozenset({'Cebolla Roja Orgánica'}),frozenset({'Banana'}),0.026,0.1747,0.0054,0.2076923076923077,1.18885121747171,1.0,0.0008578,1.0416407766990292,0.1630922503612443,0.0276497695852534,0.0399761392127804,0.119301219673286,1
frozenset({'Apio en manojo pequeño ecológico'}),frozenset({'Banana'}),0.0256,0.1747,0.0052,0.2031249999999999,1.1627074985689754,1.0,0.0007276799999999,1.035670588235294,0.1436150056839711,0.026652998462327,0.0344420210832424,0.1164451559816828,1
frozenset({'Fresas Orgánicas'}),frozenset({'Banana'}),0.1004,0.1747,0.0236,0.2350597609561752,1.345505214402835,1.0,0.0060601199999999,1.0789078125,0.2854432478465005,0.0938369781312127,0.0731367514312071,0.1850742422411099,1
frozenset({'Leche entera orgánica'}),frozenset({'Banana'}),0.0571,0.1747,0.0158,0.276707530647986,1.5839011485288268,1.0,0.00582463,1.1410322033898306,0.3909719677107122,0.0731481481481481,0.1236005460414225,0.183574143114491,1
frozenset({'Queso En Hebras Ecológico'}),frozenset({'Banana'}),0.0263,0.1747,0.0065,0.247148288973384,1.41470113894324,1.0,0.0019053899999999,1.0962318181818185,0.3010546606520725,0.0334190231362467,0.0877841863242263,0.1421774644637956,1
frozenset({'Calabacín Orgánico'}),frozenset({'Banana'}),0.0434,0.1747,0.0093,0.2142857142857142,1.2265925259628752,1.0,0.0017180199999999,1.0503818181818183,0.1931145027528049,0.0445402298850574,0.0479652420764743,0.1337599149562515,1
frozenset({'humus originales'}),frozenset({'Banana'}),0.027,0.1747,0.0081,0.3,1.7172295363480252,1.0,0.0033831,1.179,0.4292565947242207,0.0418388429752066,0.1518235793044953,0.1731825987406983,1
frozenset({'Pimientos rojos'}),frozenset({'Banana'}),0.0189,0.1747,0.0061,0.3227513227513228,1.847460347746553,1.0,0.00279817,1.21860703125,0.4675531479386637,0.0325333333333333,0.179390915729217,0.1788341616618663,1
frozenset({'Tomate de rama roja'}),frozenset({'Banana'}),0.0204,0.1747,0.0068,0.3333333333333333,1.9080328181644723,1.0,0.0032361199999999,1.23795,0.485810534912209,0.0361125862984599,0.1922129326709479,0.1861286014119442,1
frozenset({'Tomate Roma'}),frozenset({'Banana'}),0.0126,0.1747,0.005,0.3968253968253968,2.271467640671991,1.0,0.00279878,1.3682605263157894,0.566898926473567,0.0274273176083379,0.2691450343213338,0.2127229445489319,1
frozenset({'Uvas rojas sin semillas'}),frozenset({'Banana'}),0.0291,0.1747,0.0092,0.3161512027491409,1.8096806110425925,1.0,0.00411623,1.2068457286432162,0.4608263511667794,0.0472764645426515,0.1713936783583435,0.1844064542652401,1
frozenset({'Aguacate Hass Pequeño'}),frozenset({'Banana'}),0.0181,0.1747,0.006,0.3314917127071823,1.897491200384558,1.0,0.00283793,1.2345396694214876,0.481707234273687,0.032119914346895,0.1899814766838511,0.1829181517170714,1
frozenset({'Pomelo con agua con gas'}),frozenset({'Banana'}),0.0261,0.1747,0.0068,0.2605363984674329,1.491335995806714,1.0,0.0022403299999999,1.116079274611399,0.3382896540893798,0.0350515463917525,0.1040062988821433,0.1497301339789941,1
frozenset({'fresas'}),frozenset({'Banana'}),0.0459,0.1747,0.017,0.3703703703703703,2.120036464627192,1.0,0.00898127,1.310770588235294,0.5537260245257312,0.0834970530451866,0.2370899919670063,0.2338400220483792,1
frozenset({'Cebollas Amarillas'}),frozenset({'Banana'}),0.0231,0.1747,0.007,0.303030303030303,1.7345752892404296,1.0,0.00296443,1.1841260869565218,0.4335039410379773,0.0366876310272536,0.1554953387014455,0.1715494961058785,1
frozenset({'Kirby de pepino'}),frozenset({'Limón grande'}),0.032,0.0536,0.0063,0.196875,3.6730410447761193,1.0,0.0045848,1.1783968871595332,0.7518037518037519,0.0794451450189155,0.1513894759087066,0.1572061567164179,1
frozenset({'Kirby de pepino'}),frozenset({'Espinacas tiernas orgánicas'}),0.032,0.0867,0.0063,0.196875,2.2707612456747404,1.0,0.0035256,1.137182879377432,0.5781188508461236,0.0560498220640569,0.1206339647432388,0.1347696799307958,1
frozenset({'limas'}),frozenset({'Limón grande'}),0.0513,0.0536,0.0109,0.2124756335282651,3.964097640452708,1.0,0.0081503199999999,1.201740594059406,0.7881688413792702,0.1159574468085106,0.1678736618007873,0.2079169212417445,1
frozenset({'Limón grande'}),frozenset({'limas'}),0.0536,0.0513,0.0109,0.2033582089552238,3.964097640452708,1.0,0.0081503199999999,1.1908740046838409,0.7900842982000356,0.1159574468085106,0.1602806039372023,0.2079169212417445,1
frozenset({'Limón grande'}),frozenset({'Aguacate Orgánico'}),0.0536,0.063,0.0089,0.1660447761194029,2.6356313669746503,1.0,0.0055232,1.1235615212527963,0.6557314768205001,0.0826369545032497,0.1099730801701205,0.1536573086946221,1
frozenset({'limas'}),frozenset({'Aguacate Orgánico'}),0.0513,0.063,0.0086,0.1676413255360624,2.6609734212073395,1.0,0.0053681,1.1257166276346604,0.6579505369649042,0.0813623462630085,0.1116769749584443,0.1520746310219994,1
frozenset({'limas'}),frozenset({'Espinacas tiernas orgánicas'}),0.0513,0.0867,0.008,0.1559454191033138,1.7986784210301483,1.0,0.00355229,1.0820390300230949,0.4680470644039212,0.0615384615384615,0.0758189194167457,0.1241088110510802,1
frozenset({'Cilantro Orgánico'}),frozenset({'limas'}),0.0252,0.0513,0.0075,0.2976190476190476,5.801540889260187,1.0,0.0062072399999999,1.3506915254237288,0.8490274928190398,0.108695652173913,0.2596385028133737,0.2219089390142021,1
frozenset({'limas'}),frozenset({'Aguacate Hass Orgánico'}),0.0513,0.086,0.008,0.1559454191033138,1.81331882678272,1.0,0.0035882,1.0828683602771365,0.4727785390534416,0.0618716163959783,0.0765267167432318,0.1244843374586336,1
frozenset({'limas'}),frozenset({'Fresas Orgánicas'}),0.0513,0.1004,0.0079,0.1539961013645224,1.5338257108020164,1.0,0.00274948,1.063352073732719,0.3668551101907608,0.0549374130737134,0.0595777027173437,0.1163406801643329,1
frozenset({'Col rizada orgánica de Michigan'}),frozenset({'Espinacas tiernas orgánicas'}),0.0243,0.0867,0.0059,0.242798353909465,2.8004423749649945,1.0,0.00379319,1.2061516304347826,0.6589254477011725,0.0561370123691722,0.1709168443112504,0.1554245518105572,1
frozenset({'Aguacate Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.063,0.0867,0.0119,0.1888888888888889,2.178649237472768,1.0,0.0064379,1.125986301369863,0.5773745997865528,0.0863570391872278,0.111889728335584,0.1630718954248366,1
frozenset({'Arándanos Orgánicos'}),frozenset({'Espinacas tiernas orgánicas'}),0.0329,0.0867,0.0051,0.155015197568389,1.7879492222420883,1.0,0.00224757,1.0808478417266187,0.4556922758763314,0.0445414847161572,0.074800391512525,0.1069193634900769,1
frozenset({'Pepino Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0307,0.0867,0.0074,0.2410423452768729,2.780188526838212,1.0,0.00473831,1.2033609442060085,0.6605923472218738,0.0672727272727272,0.1689941369504795,0.163197066525403,1
frozenset({'Ajo Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0455,0.0867,0.0085,0.1868131868131868,2.1547080370609786,1.0,0.00455515,1.1231121621621625,0.5614457831325301,0.068714632174616,0.1096169788822805,0.1424262012497306,1
frozenset({'Batata Granate Orgánica (Ñame)'}),frozenset({'Espinacas tiernas orgánicas'}),0.0216,0.0867,0.005,0.2314814814814814,2.669913281216626,1.0,0.00312728,1.1883903614457831,0.6392641046606704,0.0484027105517909,0.1585256558430761,0.1445758041778803,1
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Espinacas tiernas orgánicas'}),0.0303,0.0867,0.0067,0.2211221122112211,2.5504280531859416,1.0,0.00407299,1.1725843220338985,0.626904150999155,0.0607434270172257,0.1471828667592479,0.1492000411113775,1
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Aguacate Hass Orgánico'}),0.0867,0.086,0.0144,0.1660899653979238,1.93127866741772,1.0,0.0069438,1.0960414937759335,0.5279845979780284,0.0909665192672141,0.0876257827110764,0.16676591293152,1
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.086,0.0867,0.0144,0.1674418604651162,1.93127866741772,1.0,0.0069438,1.0969804469273745,0.5275802334062728,0.0909665192672141,0.0884067233823675,0.16676591293152,1
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Espinacas tiernas orgánicas'}),0.0296,0.0867,0.0053,0.179054054054054,2.065214002930266,1.0,0.00273368,1.1124971193415638,0.5315217222230864,0.0477477477477477,0.1011212679886719,0.1200921942703949,1
frozenset({'Limón Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0329,0.0867,0.0052,0.1580547112462006,1.823007050129188,1.0,0.0023475699999999,1.0847498194945848,0.4668139481240505,0.0454545454545454,0.0781284476581633,0.1090158215977254,1
frozenset({'Apio en manojo pequeño ecológico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0256,0.0867,0.0056,0.21875,2.523068050749712,1.0,0.00338048,1.169024,0.6195167722261318,0.0524835988753514,0.1445855688163801,0.1416702710495963,1
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Espinacas tiernas orgánicas'}),0.044,0.0867,0.0095,0.2159090909090909,2.490300933207508,1.0,0.0056852,1.1647884057971014,0.6259854657564413,0.0783828382838283,0.1414749708848033,0.1627411659851106,1
frozenset({'Calabacín Orgánico'}),frozenset({'Espinacas tiernas orgánicas'}),0.0434,0.0867,0.0092,0.2119815668202765,2.4450007707067645,1.0,0.0054372199999999,1.1589830409356725,0.6178153605614086,0.076095947063689,0.1371746050807801,0.159047300134475,1
frozenset({'humus originales'}),frozenset({'Espinacas tiernas orgánicas'}),0.027,0.0867,0.0053,0.1962962962962963,2.264086462471699,1.0,0.0029591,1.136364055299539,0.5738137253000835,0.0488929889298893,0.1200003244238435,0.1287133153915161,1
frozenset({'Moras Orgánicas'}),frozenset({'Frambuesas Orgánicas'}),0.0244,0.058,0.0062,0.2540983606557376,4.381006218202373,1.0,0.0047848,1.2629010989010987,0.7910433943049108,0.0813648293963254,0.2081723573840102,0.1804974561899378,1
frozenset({'Arándanos Orgánicos'}),frozenset({'Aguacate Hass Orgánico'}),0.0329,0.086,0.0053,0.1610942249240121,1.8731886619071183,1.0,0.0024706,1.089514492753623,0.4820090408398578,0.0466549295774647,0.0821599835054837,0.1113610659503781,1
frozenset({'Arándanos Orgánicos'}),frozenset({'Frambuesas Orgánicas'}),0.0329,0.058,0.0058,0.1762917933130699,3.03951367781155,1.0,0.0038917999999999,1.1436088560885609,0.6938269051804363,0.0681551116333725,0.1255751521370169,0.1381458966565349,1
frozenset({'Arándanos Orgánicos'}),frozenset({'Fresas Orgánicas'}),0.0329,0.1004,0.0071,0.2158054711246201,2.1494568837113555,1.0,0.00379684,1.1471643410852714,0.5529585329160362,0.0562599049128367,0.1282853169459983,0.1432613012993618,1
frozenset({'Pepino Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0307,0.086,0.0068,0.2214983713355048,2.575562457389592,1.0,0.0041598,1.174050209205021,0.6311103828718116,0.0618744313011828,0.1482476710454101,0.1502840693886826,1
frozenset({'Pepino Orgánico'}),frozenset({'Fresas Orgánicas'}),0.0307,0.1004,0.0051,0.1661237785016286,1.654619307785146,1.0,0.00201772,1.0788171875,0.4081619442370985,0.0404761904761904,0.0730588911756654,0.1084602956253163,1
frozenset({'Ajo Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0455,0.086,0.0082,0.1802197802197802,2.0955788397648867,1.0,0.004287,1.1149329758713138,0.5477264306430388,0.0665044606650446,0.1030850987087311,0.1377843087145412,1
frozenset({'Apio en manojo pequeño ecológico'}),frozenset({'Ajo Orgánico'}),0.0256,0.0455,0.0052,0.2031249999999999,4.4642857142857135,1.0,0.0040351999999999,1.1978039215686274,0.7963875205254514,0.0789074355083459,0.1651388161341015,0.1587053571428571,1
frozenset({'Ajo Orgánico'}),frozenset({'Cebolla Amarilla Orgánica'}),0.0455,0.044,0.0103,0.2263736263736263,5.144855144855145,1.0,0.008298,1.2357386363636362,0.8440346442757097,0.130050505050505,0.1907673916042117,0.2302322677322677,1
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Ajo Orgánico'}),0.044,0.0455,0.0103,0.2340909090909091,5.144855144855145,1.0,0.008298,1.2462314540059347,0.8427103221351099,0.130050505050505,0.1975808371827229,0.2302322677322677,1
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Aguacate Hass Orgánico'}),0.0303,0.086,0.0056,0.1848184818481848,2.149052114513777,1.0,0.0029942,1.121222672064777,0.5513855537058591,0.050587172538392,0.1081165009279921,0.1249673804589761,1
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Fresas Orgánicas'}),0.0303,0.1004,0.0066,0.2178217821782178,2.1695396631296595,1.0,0.00355788,1.1501215189873415,0.555917012759335,0.0531829170024173,0.1305266587130033,0.1417794169855232,1
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Aguacate Hass Orgánico'}),0.0296,0.086,0.0056,0.1891891891891891,2.1998742928975488,1.0,0.0030544,1.1272666666666666,0.5620657166411495,0.0509090909090909,0.1128984564433142,0.1271527341294783,1
frozenset({'Limón Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0329,0.086,0.0089,0.270516717325228,3.145543224711953,1.0,0.0060706,1.2529416666666666,0.7052940622897834,0.0809090909090909,0.2018782465265076,0.1870025447091256,1
frozenset({'Frambuesas Orgánicas'}),frozenset({'Aguacate Hass Orgánico'}),0.058,0.086,0.011,0.1896551724137931,2.2052927024859663,1.0,0.0060119999999999,1.1279148936170214,0.5801968731905037,0.0827067669172932,0.1134082849166226,0.1587810745789895,1
frozenset({'Pimiento Rojo Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0247,0.086,0.0057,0.2307692307692307,2.683363148479428,1.0,0.0035758,1.1882,0.6432208892990192,0.0542857142857142,0.158390843292375,0.1485241502683363,1
frozenset({'Cebolla Roja Orgánica'}),frozenset({'Aguacate Hass Orgánico'}),0.026,0.086,0.0052,0.2,2.3255813953488373,1.0,0.002964,1.1425,0.5852156057494867,0.048689138576779,0.12472647702407,0.1302325581395348,1
frozenset({'Fresas Orgánicas'}),frozenset({'Aguacate Hass Orgánico'}),0.1004,0.086,0.0169,0.1683266932270916,1.9572871305475767,1.0,0.0082655999999999,1.0989892215568862,0.5436735853673296,0.0997050147492625,0.0900729685197939,0.1824191605670341,1
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Fresas Orgánicas'}),0.086,0.1004,0.0169,0.1965116279069767,1.957287130547577,1.0,0.0082655999999999,1.119617945007236,0.5351080496678879,0.0997050147492625,0.1068381813105566,0.1824191605670341,1
frozenset({'Racimo de tomate orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0225,0.086,0.005,0.2222222222222222,2.583979328165375,1.0,0.003065,1.1751428571428573,0.6271099744245524,0.0483091787439613,0.1490396304400681,0.1401808785529716,1
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Aguacate Hass Orgánico'}),0.044,0.086,0.0085,0.1931818181818182,2.2463002114164907,1.0,0.004716,1.1328450704225352,0.5803593403888754,0.0699588477366255,0.117266759498707,0.1460095137420718,1
frozenset({'Calabacín Orgánico'}),frozenset({'Aguacate Hass Orgánico'}),0.0434,0.086,0.0077,0.1774193548387097,2.063015753938485,1.0,0.0039676,1.111137254901961,0.5386501435006557,0.0632703368940016,0.10002117597233,0.1334771192798199,1
frozenset({'Kiwi orgánico'}),frozenset({'Fresas Orgánicas'}),0.0226,0.1004,0.0064,0.2831858407079646,2.82057610266897,1.0,0.00413096,1.2549975308641974,0.6603872518927767,0.0548885077186964,0.2031856833125441,0.1734654303141417,1
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Fresas Orgánicas'}),0.0296,0.1004,0.0061,0.206081081081081,2.052600409174114,1.0,0.00312816,1.1331131914893615,0.5284553944292028,0.0492332526230831,0.1174756348166752,0.1334190265963174,1
frozenset({'Limón Orgánico'}),frozenset({'Fresas Orgánicas'}),0.0329,0.1004,0.0062,0.1884498480243161,1.8769905181704791,1.0,0.00289684,1.1084958801498126,0.4831271410035324,0.048780487804878,0.0978766652115563,0.1251014180360624,1
frozenset({'Frambuesas Orgánicas'}),frozenset({'Fresas Orgánicas'}),0.058,0.1004,0.0143,0.246551724137931,2.455694463525209,1.0,0.0084768,1.1939771167048054,0.6292815464789987,0.099236641221374,0.1624630103800923,0.1944910015111965,1
frozenset({'Apio en manojo pequeño ecológico'}),frozenset({'Cebolla Amarilla Orgánica'}),0.0256,0.044,0.0055,0.2148437499999999,4.8828125,1.0,0.0043736,1.217592039800995,0.8160919540229885,0.0858034321372855,0.1787068514644351,0.169921875,1
frozenset({'Leche entera orgánica'}),frozenset({'Fresas Orgánicas'}),0.0571,0.1004,0.0114,0.1996497373029772,1.988543200228857,1.0,0.00566716,1.1240078774617068,0.5272237758464461,0.0780287474332648,0.1103265199010418,0.1565977770180225,1
frozenset({'Queso En Hebras Ecológico'}),frozenset({'Fresas Orgánicas'}),0.0263,0.1004,0.0066,0.2509505703422053,2.4995076727311285,1.0,0.00395948,1.2009888324873097,0.6161253077140927,0.0549542048293089,0.1673527905093434,0.158343811067517,1
frozenset({'Uvas rojas sin semillas'}),frozenset({'Fresas Orgánicas'}),0.0291,0.1004,0.0058,0.1993127147766323,1.985186402157692,1.0,0.0028783599999999,1.1235347639484978,0.511143233615451,0.0468876313662085,0.1099518839224458,0.1285408195397105,1
"frozenset({'Bolsa de Plátanos Orgánicos', 'Fresas Orgánicas'})",frozenset({'Aguacate Hass Orgánico'}),0.023,0.086,0.007,0.3043478260869565,3.5389282103134483,1.0,0.005022,1.313875,0.7343178827313935,0.0686274509803921,0.2388925887165826,0.1928715874620829,1
"frozenset({'Bolsa de Plátanos Orgánicos', 'Aguacate Hass Orgánico'})",frozenset({'Fresas Orgánicas'}),0.0261,0.1004,0.007,0.2681992337164751,2.6713071087298315,1.0,0.0043795599999999,1.229296335078534,0.6424185527994953,0.0585774058577405,0.1865264936821644,0.1689601746271618,1
"frozenset({'Fresas Orgánicas', 'Aguacate Hass Orgánico'})",frozenset({'Bolsa de Plátanos Orgánicos'}),0.0169,0.1397,0.007,0.4142011834319527,2.964933310178617,1.0,0.00463907,1.4685929292929296,0.6741168606594301,0.0467914438502673,0.3190761169730939,0.2321542781869856,1
"frozenset({'Bolsa de Plátanos Orgánicos', 'Fresas Orgánicas'})",frozenset({'Frambuesas Orgánicas'}),0.023,0.058,0.0055,0.2391304347826086,4.122938530734632,1.0,0.0041659999999999,1.2380571428571427,0.7752861263608448,0.0728476821192053,0.1922828394719837,0.1669790104947526,1
"frozenset({'Bolsa de Plátanos Orgánicos', 'Frambuesas Orgánicas'})",frozenset({'Fresas Orgánicas'}),0.018,0.1004,0.0055,0.3055555555555556,3.043382027445773,1.0,0.0036927999999999,1.295424,0.6837252360673949,0.0487156775907883,0.2280519737167136,0.1801682160247897,1
"frozenset({'Frambuesas Orgánicas', 'Fresas Orgánicas'})",frozenset({'Bolsa de Plátanos Orgánicos'}),0.0143,0.1397,0.0055,0.3846153846153846,2.753152359451572,1.0,0.00350229,1.3979875,0.646018058232728,0.037037037037037,0.2846860218707248,0.211992731677771,1
"frozenset({'Espinacas tiernas orgánicas', 'Banana'})",frozenset({'Aguacate Orgánico'}),0.022,0.063,0.0053,0.2409090909090909,3.823953823953824,1.0,0.003914,1.23437125748503,0.7551028282594435,0.0664993726474278,0.1898709614824876,0.1625180375180375,1
"frozenset({'Espinacas tiernas orgánicas', 'Aguacate Orgánico'})",frozenset({'Banana'}),0.0119,0.1747,0.0053,0.4453781512605042,2.549388387295388,1.0,0.00322107,1.488040909090909,0.6150683702092639,0.0292333149476006,0.3279754649951583,0.2378579365346596,1
"frozenset({'Aguacate Orgánico', 'Banana'})",frozenset({'Espinacas tiernas orgánicas'}),0.0224,0.0867,0.0053,0.2366071428571428,2.7290327895864226,1.0,0.00335792,1.1963695906432747,0.6480869592069914,0.0510597302504816,0.1641378986720057,0.1488687386719393,1
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0504,0.0848,0.0092,0.1825396825396825,2.152590595986822,1.0,0.00492608,1.1195650485436894,0.5638621295923226,0.073015873015873,0.1067959817959817,0.1455151242887092,2
frozenset({'Arándanos Orgánicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0286,0.0848,0.0062,0.2167832167832167,2.5564058582926505,1.0,0.0037747199999999,1.1685142857142856,0.6267508816672975,0.0578358208955223,0.1442124309257176,0.1449482121651933,2
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0357,0.0848,0.0069,0.1932773109243697,2.279213572221341,1.0,0.0038726399999999,1.1344666666666667,0.5820306687888037,0.0607394366197183,0.1185285302932361,0.1373226177263358,2
frozenset({'Frambuesas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.024,0.0848,0.0055,0.2291666666666666,2.702437106918239,1.0,0.0034647999999999,1.1872864864864865,0.6454545454545455,0.0532429816069699,0.1577432983682983,0.1470125786163522,2
frozenset({'Fresas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0504,0.0848,0.0095,0.1884920634920635,2.222783767595088,1.0,0.00522608,1.1277770171149144,0.5793109564137808,0.0755767700875099,0.1132998945498945,0.1502601826894279,2
frozenset({'fresas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0392,0.0848,0.0059,0.1505102040816326,1.7748844820947247,1.0,0.00257584,1.0773525525525525,0.4543953485090108,0.0499576629974597,0.0717987369773084,0.1100428378898729,2
frozenset({'Kirby de pepino'}),frozenset({'Banana'}),0.0252,0.1059,0.0071,0.2817460317460317,2.66049132904657,1.0,0.00443132,1.2448243093922653,0.640264236217469,0.057258064516129,0.1966737856459364,0.1743952066190026,2
frozenset({'Manzana crujiente con miel'}),frozenset({'Banana'}),0.018,0.1059,0.0066,0.3666666666666667,3.4623858986465224,1.0,0.0046938,1.4117368421052632,0.7242177374560267,0.0562659846547314,0.2916526861275771,0.214494806421152,2
frozenset({'Limón grande'}),frozenset({'Banana'}),0.0367,0.1059,0.0082,0.2234332425068119,2.1098512040303303,1.0,0.00431347,1.1513498245614036,0.546073836633726,0.0610119047619047,0.1314542472953942,0.1504323908473625,2
frozenset({'Aguacate Orgánico'}),frozenset({'Banana'}),0.0407,0.1059,0.0098,0.2407862407862407,2.2737133218719623,1.0,0.00548987,1.1776656957928802,0.583957902977724,0.0716374269005847,0.1508625889567618,0.1666631864932148,2
frozenset({'Manzana Fuji orgánica'}),frozenset({'Banana'}),0.0178,0.1059,0.0063,0.3539325842696629,3.342139605945826,1.0,0.00441498,1.3839113043478264,0.7134906090312323,0.0536626916524701,0.2774103391898702,0.2067113346277493,2
frozenset({'Fresas Orgánicas'}),frozenset({'Banana'}),0.0504,0.1059,0.0077,0.1527777777777778,1.4426607911027176,1.0,0.00236264,1.0553311475409837,0.3231216971739298,0.0518169582772543,0.0524301283724167,0.1127439408246773,2
frozenset({'fresas'}),frozenset({'Banana'}),0.0392,0.1059,0.0082,0.2091836734693878,1.9752943670386005,1.0,0.00404872,1.130603870967742,0.5138908633049696,0.0598977355734112,0.1155169147403957,0.1433076063286504,2
frozenset({'limas'}),frozenset({'Limón grande'}),0.0318,0.0367,0.0055,0.1729559748427672,4.712696862200743,1.0,0.0043329399999999,1.1647505703422054,0.8136823721620251,0.0873015873015873,0.1414470827808235,0.1614098675303754,2
frozenset({'limas'}),frozenset({'Aguacate Orgánico'}),0.0318,0.0407,0.005,0.1572327044025157,3.8632114103812216,1.0,0.00370574,1.138273880597015,0.7654906011154721,0.074074074074074,0.1214768105936784,0.1400414136263192,2
